ChuDe,CauHoi,TraLoi
LeTan_XuLyKhachHuy,"Khi hủy phòng thành công, tôi sẽ nhận lại tiền bằng cách nào?","Dạ, sau khi lễ tân xác nhận hủy đơn, số tiền hoàn trả sẽ được chuyển lại cho Quý khách qua phương thức thanh toán ban đầu (chuyển khoản, ví điện tử hoặc hoàn thẻ) trong thời gian sớm nhất ạ."
LeTan_XuLyKhachHuy,Tôi muốn thay đổi ngày nhận phòng thay vì hủy đơn có được không?,"Dạ, Quý khách hoàn toàn có thể thay đổi ngày nhận phòng tùy thuộc vào tình trạng phòng trống tại thời điểm đó. Quý khách vui lòng gọi 0236 999 8888 để lễ tân kiểm tra và hỗ trợ đổi lịch giúp Quý khách ạ."
LeTan_XuLyKhachHuy,Làm sao để tôi biết mình đã hủy đặt phòng thành công trên hệ thống?,"Dạ, sau khi nhân viên lễ tân xử lý yêu cầu hủy phòng, khách sạn sẽ gửi thông báo xác nhận qua email hoặc số điện thoại mà Quý khách đã đăng ký khi đặt phòng ạ."
LeTan_XuLyKhachHuy,Khách sạn có thu phí phạt khi tôi hủy phòng không?,"Dạ, việc hoàn tiền khi hủy phòng sẽ dựa trên thời gian báo hủy so với ngày nhận phòng. Nếu Quý khách hủy dưới 3 ngày thì số tiền cọc sẽ được tính là phí phạt hủy phòng ạ."
LeTan_XuLyKhachHuy,"Tôi đã thanh toán 100% tiền phòng, nếu hủy thì quy trình hoàn tiền có khác gì với đặt cọc 30% không?","Dạ, quy trình hoàn tiền vẫn áp dụng theo tỷ lệ % dựa trên thời điểm báo hủy. Số tiền hoàn lại sẽ được tính dựa trên tổng giá trị 100% Quý khách đã thanh toán ạ."
LeTan_XuLyKhachHuy,Nhân viên lễ tân cần thao tác gì trên phần mềm để xử lý một đơn hủy của khách hàng?,"Dạ, lễ tân cần tra cứu đơn theo mã/tên/SĐT, kiểm tra thời điểm hủy so với ngày nhận phòng để áp dụng chính sách, sau đó cập nhật trạng thái đơn hủy và thực hiện hoàn cọc trên hệ thống ạ."
LeTan_XuLyKhachHuy,"Nếu khách hàng muốn hủy phòng do sự cố bất khả kháng, lễ tân có được linh động không?","Dạ, đối với các trường hợp đặc biệt, lễ tân vui lòng ghi chú lại chi tiết và báo cáo với cấp quản lý để được xem xét chính sách hỗ trợ riêng cho từng khách hàng ạ."
LeTan_XuLyKhachHuy,"Khi thực hiện hủy phòng trên hệ thống, lễ tân có cần ghi chú lý do không?","Dạ, có ạ. Lễ tân cần ghi chú rõ lý do hủy của khách hàng vào hệ thống để bộ phận quản lý thuận tiện cho việc truy vết và báo cáo doanh thu sau này ạ."
BuongPhong_NhanViecDonDep,Nhân viên buồng phòng làm thế nào để xem danh sách các phòng cần dọn dẹp trong ngày?,"Anh/Chị vui lòng đăng nhập vào hệ thống quản lý, sau đó truy cập mục 'Công việc của tôi' hoặc 'Danh sách nhiệm vụ' để xem chi tiết các phòng đã được Lễ tân phân công dọn dẹp ạ."
BuongPhong_NhanViecDonDep,Tôi đã dọn phòng xong thì cần thực hiện thao tác gì trên hệ thống?,"Sau khi hoàn tất công việc, Anh/Chị hãy nhấn chọn phòng tương ứng trong danh sách nhiệm vụ và bấm nút 'Báo cáo hoàn thành' để Lễ tân nắm được trạng thái phòng ạ."
BuongPhong_NhanViecDonDep,Làm sao để biết phòng nào là phòng cần dọn gấp do khách check-in sớm?,Anh/Chị có thể theo dõi cột trạng thái hoặc mục 'Ưu tiên' trong hệ thống quản lý công việc. Các phòng cần dọn gấp sẽ được Lễ tân đánh dấu ưu tiên cao để đảm bảo kịp thời gian phục vụ Quý khách ạ.
BuongPhong_NhanViecDonDep,Quy trình xử lý khi phát hiện đồ đạc của khách để quên sau khi dọn phòng là gì?,Anh/Chị cần báo cáo ngay với quản lý bộ phận hoặc Lễ tân để lập biên bản ghi nhận tài sản để quên và lưu kho theo đúng quy định của khách sạn ạ.
BuongPhong_NhanViecDonDep,Lễ tân làm thế nào để giao việc dọn phòng cho nhân viên buồng phòng?,"Lễ tân sẽ thực hiện thao tác lập đơn giao việc trực tiếp trên hệ thống sau khi khách check-out hoặc khi có yêu cầu phát sinh, thông tin này sẽ được cập nhật tức thì tới bộ phận buồng phòng ạ."
BuongPhong_NhanViecDonDep,Tôi cần làm gì nếu phòng được giao dọn gặp sự cố hư hỏng thiết bị?,Anh/Chị hãy ghi chú tình trạng hư hỏng vào phần 'Báo cáo sự cố' trên đơn công việc của phòng đó và thông báo cho bộ phận kỹ thuật để kịp thời sửa chữa ạ.
BuongPhong_NhanViecDonDep,Ai là người chịu trách nhiệm nghiệm thu sau khi nhân viên buồng phòng báo hoàn thành công việc?,Bộ phận Lễ tân hoặc quản lý tầng sẽ thực hiện nghiệm thu dựa trên báo cáo hoàn thành của Anh/Chị trên hệ thống và ghi chú lại quá trình truy vết nếu cần thiết ạ.
BuongPhong_NhanViecDonDep,Hệ thống có lưu lại lịch sử dọn dẹp của từng nhân viên không?,"Có ạ, hệ thống sẽ tự động lưu lại lịch sử thời gian và người thực hiện dọn dẹp cho từng phòng để phục vụ công tác quản lý và kiểm tra chất lượng dịch vụ của khách sạn."
BuongPhong_NhanViecDonDep,Tôi có thể xem lại các ghi chú của nhân viên ca trước về tình trạng phòng không?,Anh/Chị hoàn toàn có thể xem lại các ghi chú hoặc lịch sử truy vết của phòng đó trong phần thông tin chi tiết trên hệ thống để đảm bảo công việc được tiếp nối hiệu quả ạ.
BuongPhong_NhanViecDonDep,"Khi nhân viên buồng phòng báo hoàn thành, trạng thái phòng trên hệ thống sẽ thay đổi như thế nào?","Sau khi Anh/Chị báo hoàn thành và Lễ tân nghiệm thu, trạng thái phòng sẽ được cập nhật từ 'Đang dọn dẹp' sang 'Trống' hoặc 'Sẵn sàng' để tiếp tục phục vụ Quý khách ạ."
BuongPhong_BaoHoanThanh,"Tôi là nhân viên buồng phòng, làm thế nào để báo cáo công việc dọn dẹp đã hoàn tất trên hệ thống?","Quý nhân viên vui lòng đăng nhập vào tài khoản của mình, truy cập vào mục 'Danh sách công việc', chọn đơn hàng tương ứng đã hoàn thành và nhấn nút 'Báo hoàn thành' để cập nhật trạng thái lên hệ thống ạ."
BuongPhong_BaoHoanThanh,Làm sao để tôi xác nhận với lễ tân rằng phòng đã được dọn sạch sau khi khách trả phòng?,"Sau khi hoàn tất công tác vệ sinh, anh/chị hãy cập nhật trạng thái phòng thành 'Đã hoàn thành' trên hệ thống. Lễ tân sẽ nhận được thông báo này để tiến hành nghiệm thu và sẵn sàng đón khách mới ạ."
BuongPhong_BaoHoanThanh,Tôi cần làm gì nếu đã dọn phòng xong nhưng hệ thống không cho phép báo hoàn thành?,Anh/chị vui lòng kiểm tra lại kết nối mạng hoặc liên hệ ngay với bộ phận kỹ thuật/quản lý để được hỗ trợ kiểm tra lỗi hệ thống kịp thời ạ.
BuongPhong_BaoHoanThanh,Có cần gửi thông báo riêng cho lễ tân sau khi tôi đã bấm báo hoàn thành trên ứng dụng không?,"Hệ thống quản lý của chúng ta đã được đồng bộ hóa, khi anh/chị bấm 'Báo hoàn thành', bộ phận lễ tân sẽ tự động nhận được thông tin trên giao diện làm việc của họ, vì vậy anh/chị không cần báo riêng ạ."
BuongPhong_BaoHoanThanh,Khi nào tôi nên thực hiện thao tác báo hoàn thành cho một đơn dọn phòng?,Anh/chị nên thực hiện thao tác báo hoàn thành ngay sau khi đã kiểm tra kỹ chất lượng vệ sinh phòng theo đúng tiêu chuẩn 4 sao của khách sạn để đảm bảo quy trình vận hành chính xác ạ.
BuongPhong_BaoHoanThanh,"Nếu tôi phát hiện hư hỏng trong phòng khi đang dọn dẹp, tôi có nên báo hoàn thành công việc không?","Trong trường hợp này, anh/chị không nên báo hoàn thành vội. Hãy ghi chú tình trạng hư hỏng vào hệ thống hoặc báo ngay cho lễ tân để bộ phận kỹ thuật đến xử lý trước khi đóng đơn ạ."
BuongPhong_BaoHoanThanh,Làm thế nào để tôi xem lại các công việc dọn dẹp mà tôi đã báo hoàn thành trong ngày?,Anh/chị có thể truy cập vào mục 'Lịch sử công việc' hoặc 'Báo cáo cá nhân' trong giao diện người dùng của mình để xem danh sách các phòng đã hoàn thành ạ.
BuongPhong_BaoHoanThanh,Có quy định thời gian tối đa để báo hoàn thành sau khi nhận đơn dọn phòng không?,Mỗi đơn dọn phòng cần được cập nhật trạng thái ngay khi công việc thực tế kết thúc. Việc cập nhật nhanh chóng giúp lễ tân quản lý tình trạng phòng chính xác và chuyên nghiệp hơn ạ.
BuongPhong_BaoHoanThanh,Tôi có thể hủy báo hoàn thành nếu lỡ tay bấm nhầm trên hệ thống không?,"Nếu xảy ra sai sót, anh/chị vui lòng liên hệ ngay với bộ phận quản trị hoặc lễ tân ca trực để được hỗ trợ điều chỉnh trạng thái đơn hàng trên hệ thống ạ."
BuongPhong_BaoHoanThanh,Bộ phận buồng phòng có cần làm gì thêm sau khi lễ tân nghiệm thu đơn hàng?,"Sau khi lễ tân nghiệm thu và đóng đơn, anh/chị chỉ cần tiếp tục thực hiện các nhiệm vụ mới được phân công tiếp theo trong danh sách của mình ạ."
LeTan_DoiTrangThaiPhong,Quy trình chuyển trạng thái phòng từ trống sang đang ở khi khách làm thủ tục nhận phòng như thế nào?,"Để chuyển trạng thái phòng sang 'Đang ở', Quý nhân viên cần truy vấn đơn đặt phòng của khách, thu nốt số tiền cọc còn lại, sau đó chọn thao tác 'Check-in' trên hệ thống để cập nhật trạng thái phòng từ 'Trống' sang 'Đang ở' ạ."
LeTan_DoiTrangThaiPhong,Tôi cần làm gì trên hệ thống khi khách hàng thực hiện thủ tục trả phòng?,"Khi khách trả phòng, Anh/Chị hãy truy cập vào đơn đặt phòng tương ứng và chọn chức năng 'Check-out'. Hệ thống sẽ tự động chuyển trạng thái phòng từ 'Đang ở' sang 'Đang dọn dẹp' để bộ phận buồng phòng nắm thông tin ạ."
LeTan_DoiTrangThaiPhong,Làm thế nào để cập nhật trạng thái phòng khi khách yêu cầu đổi phòng trong quá trình lưu trú?,"Khi thực hiện chuyển phòng, Anh/Chị cần cập nhật phòng cũ sang trạng thái 'Đang dọn dẹp' và phòng mới chuyển sang trạng thái 'Đang ở'. Vui lòng đảm bảo thông tin đơn đặt phòng đã được liên kết chính xác với phòng mới ạ."
LeTan_DoiTrangThaiPhong,"Phòng khách vừa trả xong hiển thị trạng thái 'Đang dọn dẹp', làm sao để chuyển về 'Trống' sau khi đã vệ sinh xong?","Sau khi bộ phận buồng phòng hoàn thành công việc và báo cáo trên hệ thống, Quý nhân viên lễ tân hoặc quản lý có thể nghiệm thu và thực hiện cập nhật trạng thái phòng từ 'Đang dọn dẹp' sang 'Trống' để sẵn sàng đón khách mới ạ."
LeTan_DoiTrangThaiPhong,Lễ tân có thể tự ý thay đổi trạng thái phòng nếu nhầm lẫn không?,"Có, hệ thống cho phép điều chỉnh trạng thái phòng trong trường hợp thao tác nhầm. Tuy nhiên, Anh/Chị cần kiểm tra kỹ tình trạng thực tế của phòng trước khi thay đổi để tránh ảnh hưởng đến việc phân công dọn dẹp ạ."
LeTan_DoiTrangThaiPhong,Làm cách nào để tạo đơn giao việc dọn phòng cho nhân viên buồng phòng sau khi khách check-out?,"Ngay sau khi xác nhận trạng thái phòng chuyển sang 'Đang dọn dẹp', hệ thống sẽ hỗ trợ Anh/Chị lập đơn giao việc (Work Order) để thông báo trực tiếp cho bộ phận buồng phòng thực hiện công tác vệ sinh ạ."
LeTan_DoiTrangThaiPhong,"Khi khách đặt phòng trực tiếp tại quầy (walk-in), trạng thái phòng sẽ được cập nhật như thế nào?","Đối với khách đặt phòng trực tiếp, Anh/Chị tạo đơn mới với nguồn 'WalkIn', sau đó thực hiện thủ tục nhận phòng và hệ thống sẽ tự động chuyển trạng thái phòng từ 'Trống' sang 'Đang ở' ngay khi hoàn tất ạ."
LeTan_DoiTrangThaiPhong,Có cách nào để kiểm tra lịch sử thay đổi trạng thái của một phòng cụ thể không?,"Có ạ, Anh/Chị có thể truy cập vào tính năng quản lý phòng hoặc xem nhật ký (log) của đơn đặt phòng để truy vết toàn bộ lịch sử thay đổi trạng thái từ lúc nhận phòng đến khi dọn dẹp xong."
LeTan_DoiTrangThaiPhong,"Nếu phòng đang ở trạng thái 'Đang dọn dẹp' nhưng chưa được dọn, tôi có thể đổi trạng thái về 'Trống' được không?","Anh/Chị không nên tự ý đổi trạng thái sang 'Trống' khi phòng chưa được vệ sinh thực tế, vì điều này sẽ gây nhầm lẫn cho bộ phận buồng phòng và có thể ảnh hưởng đến khách hàng tiếp theo. Vui lòng liên hệ bộ phận buồng phòng để xác nhận ạ."
LeTan_DoiTrangThaiPhong,Hệ thống có tự động thay đổi trạng thái phòng khi đến giờ check-out không?,"Không ạ, trạng thái phòng chỉ được thay đổi khi nhân viên lễ tân thực hiện thao tác 'Check-out' trên hệ thống. Việc này đảm bảo tính chính xác và giúp lễ tân kiểm soát được các khoản phí phát sinh hoặc dịch vụ cuối cùng của khách."
LeTan_GiaiQuyetKhieuNai,"Tôi không hài lòng về chất lượng phòng, tôi cần phản hồi thì liên hệ ai?","Dạ, StarStay Hotel rất tiếc về trải nghiệm không tốt của Quý khách. Quý khách vui lòng liên hệ ngay lễ tân hoặc gọi hotline 0236 999 8888 để chúng tôi kịp thời xử lý và hỗ trợ đổi phòng hoặc khắc phục sự cố ngay lập tức ạ."
LeTan_GiaiQuyetKhieuNai,Nếu tôi gặp sự cố về thái độ phục vụ của nhân viên thì phải làm sao?,"StarStay Hotel luôn chú trọng thái độ phục vụ. Nếu Anh/Chị không hài lòng, xin hãy phản ánh trực tiếp với bộ phận quản lý tại quầy lễ tân hoặc gửi email về info@starstay.vn để chúng tôi tiếp nhận và giải quyết thỏa đáng ạ."
LeTan_GiaiQuyetKhieuNai,Tôi muốn khiếu nại về tiếng ồn từ phòng bên cạnh vào đêm muộn thì làm thế nào?,"Dạ, Quý khách hãy liên hệ ngay với lễ tân 24/7 qua số 0236 999 8888. Chúng tôi sẽ cử nhân viên an ninh lên kiểm tra và nhắc nhở để đảm bảo không gian yên tĩnh cho kỳ nghỉ của Quý khách ạ."
LeTan_GiaiQuyetKhieuNai,Tại sao phòng của tôi không sạch sẽ khi nhận phòng?,"Dạ, StarStay Hotel thành thật xin lỗi vì sự thiếu sót này. Quý khách vui lòng để lại thông tin số phòng, bộ phận buồng phòng sẽ đến dọn dẹp lại ngay lập tức hoặc chúng tôi sẽ sắp xếp đổi phòng khác tốt hơn cho Quý khách ạ."
LeTan_GiaiQuyetKhieuNai,Tôi muốn gửi khiếu nại bằng văn bản thì gửi vào đâu?,Quý khách có thể gửi phản hồi chi tiết về địa chỉ email info@starstay.vn. Chúng tôi cam kết sẽ xem xét và phản hồi đến Quý khách trong thời gian sớm nhất ạ.
LeTan_GiaiQuyetKhieuNai,Khách sạn có chính sách đền bù như thế nào nếu xảy ra sự cố nghiêm trọng?,"Tùy thuộc vào từng sự cố cụ thể, StarStay Hotel sẽ có phương án xử lý như miễn phí dịch vụ, giảm giá phòng hoặc các hỗ trợ khác để đảm bảo quyền lợi tối đa cho Quý khách. Xin vui lòng liên hệ lễ tân để được giải quyết ạ."
LeTan_GiaiQuyetKhieuNai,"Tôi thấy cơ sở vật chất trong phòng bị hỏng hóc, tôi cần báo ai?","Dạ, Quý khách vui lòng báo ngay cho lễ tân qua số 0236 999 8888. Bộ phận kỹ thuật của khách sạn sẽ có mặt để kiểm tra và sửa chữa hoặc thay mới thiết bị ngay cho Quý khách ạ."
LeTan_GiaiQuyetKhieuNai,"Nếu tôi không hài lòng với bữa sáng buffet, tôi có thể khiếu nại ở đâu?","Dạ, Quý khách có thể góp ý trực tiếp với quản lý nhà hàng hoặc liên hệ lễ tân. Chúng tôi rất trân trọng mọi ý kiến đóng góp để cải thiện chất lượng phục vụ tốt hơn ạ."
LeTan_GiaiQuyetKhieuNai,Quy trình giải quyết khiếu nại tại StarStay Hotel diễn ra trong bao lâu?,"Thông thường, các khiếu nại trực tiếp sẽ được chúng tôi xử lý ngay lập tức tại chỗ. Với các vấn đề cần thời gian kiểm tra, chúng tôi sẽ phản hồi Quý khách trong vòng 24 giờ ạ."
BuongPhong_NghiemThu,Quy trình nghiệm thu phòng sau khi dọn dẹp tại StarStay Hotel diễn ra như thế nào?,"Sau khi nhân viên buồng phòng cập nhật trạng thái hoàn thành trên hệ thống, lễ tân sẽ kiểm tra đơn công việc, tiến hành kiểm tra thực tế tại phòng và xác nhận nghiệm thu để cập nhật trạng thái phòng sẵn sàng đón khách ạ."
BuongPhong_NghiemThu,Làm sao để tôi biết một phòng đã được nghiệm thu sạch sẽ sau khi khách cũ trả phòng?,"Anh/Chị vui lòng kiểm tra trên giao diện quản lý hệ thống, phòng đã nghiệm thu thành công sẽ chuyển từ trạng thái 'Đang dọn dẹp' sang trạng thái 'Trống' để sẵn sàng cho lượt khách tiếp theo ạ."
BuongPhong_NghiemThu,Nhân viên lễ tân có cần ghi chú gì khi thực hiện nghiệm thu phòng không?,"Có ạ, khi nghiệm thu, lễ tân cần ghi chú chi tiết vào hệ thống về tình trạng vật dụng, thiết bị trong phòng để phục vụ công tác truy vết và quản lý tài sản khách sạn."
BuongPhong_NghiemThu,"Nếu phát hiện hỏng hóc hoặc thiếu hụt vật dụng trong lúc nghiệm thu phòng, tôi phải làm gì?",Anh/Chị hãy ghi chú ngay vào biên bản nghiệm thu trên hệ thống nội bộ và lập tức gửi đơn yêu cầu hỗ trợ hoặc báo cho bộ phận kỹ thuật để khắc phục kịp thời trước khi check-in khách mới ạ.
BuongPhong_NghiemThu,Ai là người chịu trách nhiệm chính trong việc nghiệm thu phòng sau khi buồng phòng hoàn thành công việc?,Nhân viên lễ tân là người chịu trách nhiệm chính trong việc nghiệm thu và xác nhận hoàn tất các đơn công việc dọn dẹp do bộ phận buồng phòng thực hiện trên hệ thống ạ.
BuongPhong_NghiemThu,Hệ thống có lưu lại lịch sử người thực hiện nghiệm thu phòng không?,"Có ạ, hệ thống quản lý của StarStay Hotel tự động lưu trữ đầy đủ thông tin về người thực hiện nghiệm thu và thời gian xác nhận để đảm bảo tính minh bạch trong quản lý."
BuongPhong_NghiemThu,Tôi có thể bỏ qua bước nghiệm thu phòng trên hệ thống nếu phòng nhìn bên ngoài đã sạch không?,"Dạ không, việc nghiệm thu và cập nhật trạng thái trên hệ thống là bắt buộc để đảm bảo chất lượng dịch vụ 4 sao của StarStay Hotel và quản lý chính xác trạng thái phòng."
BuongPhong_NghiemThu,Công việc nghiệm thu phòng có ảnh hưởng đến báo cáo doanh thu không?,"Việc nghiệm thu giúp cập nhật trạng thái phòng từ 'Đang dọn dẹp' sang 'Trống', giúp bộ phận lễ tân kịp thời bán phòng, từ đó tối ưu hóa tỷ lệ lấp đầy và doanh thu của khách sạn ạ."
BuongPhong_NghiemThu,Có cần lập đơn giao việc mới nếu phòng nghiệm thu không đạt yêu cầu không?,"Nếu phòng không đạt yêu cầu, Anh/Chị cần ghi chú rõ lỗi vào hệ thống và lập đơn giao việc dọn dẹp lại cho bộ phận buồng phòng để họ xử lý trước khi thực hiện nghiệm thu lần tiếp theo ạ."
BuongPhong_NghiemThu,"Trong trường hợp khách hàng phàn nàn về độ sạch sẽ ngay sau khi nhận phòng, làm sao để truy xuất thông tin nghiệm thu?","Anh/Chị có thể tra cứu mã đơn phòng trong hệ thống nội bộ để xem lại lịch sử dọn dẹp, nhân viên thực hiện và người xác nhận nghiệm thu nhằm xử lý khiếu nại nhanh chóng ạ."
BuongPhong_LeTanGiaoViec,Làm thế nào để bộ phận lễ tân giao việc dọn dẹp cho nhân viên buồng phòng trên hệ thống?,"Quý nhân viên vui lòng truy cập vào phân hệ quản lý, chọn chức năng lập đơn giao việc, sau đó điền thông tin phòng cần dọn và chỉ định nhân viên thực hiện ạ."
BuongPhong_LeTanGiaoViec,Nhân viên buồng phòng cần làm gì sau khi đã hoàn thành công việc dọn dẹp phòng được giao?,"Sau khi hoàn thành công việc, anh/chị vui lòng cập nhật trạng thái 'Đã hoàn thành' trên hệ thống để bộ phận lễ tân nắm bắt và nghiệm thu kịp thời ạ."
BuongPhong_LeTanGiaoViec,Quy trình nghiệm thu công việc buồng phòng của lễ tân được thực hiện như thế nào?,"Lễ tân sẽ kiểm tra lại hiện trạng phòng sau khi nhân viên buồng phòng báo hoàn thành, sau đó thực hiện xác nhận nghiệm thu và ghi chú truy vết nếu cần thiết trên hệ thống ạ."
BuongPhong_LeTanGiaoViec,Tôi có thể xem danh sách các công việc buồng phòng đang được phân công ở đâu?,"Anh/chị vui lòng đăng nhập vào tài khoản nhân viên của mình trên hệ thống, chọn mục 'Công việc của tôi' để xem chi tiết danh sách các nhiệm vụ được giao ạ."
BuongPhong_LeTanGiaoViec,Lễ tân cần thao tác gì khi phòng chuyển từ trạng thái đang ở sang trạng thái cần dọn dẹp?,"Khi khách làm thủ tục trả phòng, lễ tân thực hiện lệnh check-out trên hệ thống, lúc này hệ thống sẽ tự động chuyển trạng thái phòng sang 'Đang dọn dẹp' và thông báo đến bộ phận buồng phòng ạ."
BuongPhong_LeTanGiaoViec,Hệ thống có lưu lại lịch sử người thực hiện dọn dẹp phòng không?,"Có ạ, hệ thống lưu lại chi tiết nhật ký giao việc và người thực hiện nhằm mục đích truy vết và đảm bảo chất lượng dịch vụ phòng tại StarStay Hotel."
BuongPhong_LeTanGiaoViec,Nếu phòng có sự cố hỏng hóc cần sửa chữa thì lễ tân nên tạo đơn như thế nào?,"Lễ tân thực hiện lập đơn giao việc tương tự như dọn phòng, nhưng chọn mục 'Bảo trì/Sửa chữa' và ghi chú rõ lỗi kỹ thuật để bộ phận liên quan xử lý kịp thời ạ."
BuongPhong_LeTanGiaoViec,Nhân viên buồng phòng có thể từ chối hoặc trả lại đơn giao việc không?,"Trong trường hợp không thể thực hiện công việc, anh/chị vui lòng liên hệ trực tiếp với bộ phận lễ tân để được hỗ trợ điều phối lại công việc trên hệ thống ạ."
BuongPhong_LeTanGiaoViec,Lễ tân làm thế nào để biết một phòng đã được dọn dẹp sạch sẽ hay chưa?,"Anh/chị có thể theo dõi trạng thái của phòng trực tiếp trên bảng điều khiển hệ thống, nơi hiển thị thời gian thực về tiến độ công việc của bộ phận buồng phòng ạ."
BuongPhong_LeTanGiaoViec,Hệ thống có hỗ trợ thông báo đẩy khi có đơn giao việc mới cho buồng phòng không?,"Hệ thống sẽ cập nhật đơn mới vào danh sách công việc của nhân viên ngay khi lễ tân xác nhận giao việc, anh/chị vui lòng kiểm tra tài khoản thường xuyên ạ."
HR_ChamCong,Nhân viên thực hiện chấm công hàng ngày như thế nào trên hệ thống?,"Anh/Chị vui lòng đăng nhập vào tài khoản nhân viên, chọn mục Chấm công và nhập thời gian vào/ra ca làm việc thực tế tại hệ thống để quản lý ghi nhận ạ."
HR_ChamCong,Tôi muốn xem lịch làm việc của mình trong tuần này thì xem ở đâu?,"Anh/Chị có thể truy cập vào phân hệ HR trên web quản lý nội bộ, chọn mục Lịch ca làm việc để xem chi tiết các ca sáng, chiều hoặc tối đã được phân công ạ."
HR_ChamCong,Hệ thống có tự động tính tổng số ngày công của tôi không?,"Có ạ, hệ thống sẽ tự động tổng hợp số công dựa trên dữ liệu giờ vào/ra mà Anh/Chị đã thực hiện chấm công hàng ngày trên phần mềm."
HR_ChamCong,Nếu tôi quên chấm công vào ca làm việc thì cần xử lý thế nào?,"Trường hợp quên chấm công, Anh/Chị vui lòng liên hệ trực tiếp với bộ phận nhân sự để được hỗ trợ điều chỉnh bổ sung trên hệ thống kịp thời ạ."
HR_ChamCong,Làm thế nào để đánh dấu nghỉ phép trên phần mềm quản lý?,"Anh/Chị vào mục Hồ sơ nhân viên, chọn chức năng Đăng ký nghỉ phép và điền thông tin ngày nghỉ để hệ thống cập nhật trạng thái chấm công tương ứng ạ."
HR_ChamCong,Sự khác biệt giữa nhân viên chính thức và thời vụ khi chấm công là gì?,"Dù là nhân viên chính thức hay thời vụ, Anh/Chị đều thực hiện chấm công theo quy trình chung trên hệ thống để đảm bảo việc tính công được chính xác ạ."
HR_ChamCong,Tôi muốn biết số ngày phép còn lại của mình thì kiểm tra ở đâu?,Anh/Chị vui lòng kiểm tra tại mục Quản lý hồ sơ nhân viên trong hệ thống nội bộ để xem chi tiết số ngày phép còn lại của mình ạ.
HR_ChamCong,Ai là người có thẩm quyền phê duyệt lịch phân ca cho nhân viên?,"Bộ phận nhân sự sẽ chịu trách nhiệm xếp ca làm việc cho toàn bộ nhân viên trên hệ thống, Anh/Chị có thể theo dõi lịch đã phê duyệt tại mục tương ứng ạ."
HR_ChamCong,Hệ thống chấm công có yêu cầu kết nối mạng nội bộ không?,"Hệ thống quản lý nội bộ yêu cầu kết nối mạng để cập nhật dữ liệu thời gian thực, Anh/Chị đảm bảo đang truy cập đúng đường dẫn quản trị của khách sạn ạ."
HR_ChamCong,Tôi có thể xem lại lịch sử chấm công của các tháng trước không?,"Hoàn toàn được ạ, Anh/Chị truy cập vào mục Báo cáo chấm công cá nhân để tra cứu lịch sử làm việc của các tháng trước đó một cách dễ dàng."
HR_XepCa,Làm thế nào để tôi xem lịch làm việc cá nhân của mình trên hệ thống?,"Anh/Chị vui lòng đăng nhập vào tài khoản nhân viên, sau đó truy cập mục 'Lịch làm việc' tại thanh menu chính để xem chi tiết ca trực được phân công ạ."
HR_XepCa,Tôi muốn biết các ca làm việc tại khách sạn được chia như thế nào?,"Hệ thống quản lý của khách sạn hiện áp dụng 3 khung ca chính bao gồm ca sáng, ca chiều và ca tối. Anh/Chị có thể kiểm tra chi tiết giờ bắt đầu và kết thúc của từng ca trong bảng phân ca trên hệ thống ạ."
HR_XepCa,Nếu tôi muốn đăng ký nghỉ phép thì cần thực hiện thao tác gì trên phần mềm?,"Anh/Chị hãy truy cập vào mục 'Quản lý nhân sự', chọn tính năng 'Đăng ký nghỉ phép' và điền đầy đủ thông tin ngày nghỉ để bộ phận HR phê duyệt ạ."
HR_XepCa,Hệ thống có tự động tính công cho nhân viên không?,"Có ạ, hệ thống sẽ tự động tính số công dựa trên dữ liệu chấm công giờ vào và giờ ra mà Anh/Chị đã thực hiện hàng ngày."
HR_XepCa,Tôi quên chấm công vào giờ làm việc sáng nay thì phải làm sao?,Anh/Chị vui lòng liên hệ trực tiếp với bộ phận HR hoặc quản lý trực tiếp để thực hiện bổ sung thông tin chấm công thủ công lên hệ thống ạ.
HR_XepCa,Làm thế nào để tôi biết mình có thuộc danh sách nhân viên thời vụ hay chính thức?,Thông tin về loại hình hợp đồng nhân sự của Anh/Chị được lưu trữ trong mục 'Hồ sơ nhân viên'. Anh/Chị có thể truy cập vào đó để kiểm tra tình trạng làm việc của mình ạ.
HR_XepCa,Tôi có thể xem bảng chấm công tổng hợp của cả tháng không?,Anh/Chị có thể theo dõi bảng tổng hợp chấm công cá nhân tại mục 'Báo cáo công' trong tài khoản của mình để đảm bảo số liệu chính xác ạ.
HR_XepCa,Ai là người chịu trách nhiệm phân ca làm việc hàng tuần cho nhân viên?,Bộ phận HR là đơn vị chịu trách nhiệm chính trong việc thiết lập và phân bổ lịch làm việc hàng tuần trên hệ thống cho toàn bộ nhân viên ạ.
HR_XepCa,Nếu tôi muốn đổi ca làm việc với đồng nghiệp thì có thao tác được trên web không?,"Hiện tại, việc đổi ca cần được sự đồng ý của quản lý bộ phận. Sau khi được duyệt, Anh/Chị hoặc quản lý sẽ cập nhật thay đổi trực tiếp lên hệ thống quản trị nhân sự ạ."
HR_XepCa,Hệ thống chấm công ghi nhận dựa trên cơ chế nào?,Hệ thống ghi nhận thời gian làm việc dựa trên thao tác nhập giờ vào và giờ ra của Anh/Chị tại giao diện chấm công trên phần mềm nội bộ ạ.
